Team,Phase,Season,Venue,Opponent,Match Result,Player,Role,Runs Scored,Balls Faced,Strike Rate,Economy Rate,Wickets Taken,Dot Ball Percentage,Performance vs Team,Bowling Economy vs Team,Rolling Strike Rate,Rolling Economy Rate,Consistency Score
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Win,MP Stoinis,Bowler,,,,10,0,33.33,,10,,8.8,69.20160499
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Loss,MP Stoinis,Bowler,,,,19,0,33.33,,19,,11.5,69.20160499
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Win,MP Stoinis,Bowler,,,,3,1,50,,3,,8.1,69.20160499
Lucknow Super Giants,Middle Overs,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Win,MP Stoinis,Bowler,,,,3.43,1,57.14,,3.43,,7.786,69.20160499
Lucknow Super Giants,Middle Overs,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Loss,MP Stoinis,Bowler,,,,10.42,0,26.32,,10.42,,9.17,69.20160499
Lucknow Super Giants,Middle Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Win,Mohsin Khan,Bowler,,,,2,0,66.67,,2,16.665,6.823333333,97.52617884
Lucknow Super Giants,Middle Overs,2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Loss,Mohsin Khan,Bowler,,,,6,0,16.67,,6,16.665,5.666666667,97.52617884
Lucknow Super Giants,Middle Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Loss,Mohsin Khan,Bowler,,,,5,0,33.33,,5,16.665,4.333333333,97.52617884
Lucknow Super Giants,Middle Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Win,Mohsin Khan,Bowler,,,,5,0,66.67,,5,0,4.5,97.52617884
Lucknow Super Giants,Middle Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Win,Mohsin Khan,Bowler,,,,2.57,1,57.14,,2.57,,4.114,97.52617884
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Delhi Capitals,Win,Mohsin Khan,Bowler,,,,5.14,1,57.14,,5.14,,4.742,97.52617884
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Gujarat Titans,Win,Mohsin Khan,Bowler,,,,8,0,33.33,,8,,5.142,97.52617884
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Mumbai Indians,Win,Mohsin Khan,Bowler,,,,3.5,1,41.67,,3.5,,4.842,97.52617884
Lucknow Super Giants,Middle Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Loss,Mohsin Khan,Bowler,,,,11,0,33.33,,11,,6.042,97.52617884
Lucknow Super Giants,Middle Overs,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Loss,Mohsin Khan,Bowler,,,,8,1,16.67,,8,,7.128,97.52617884
Lucknow Super Giants,Middle Overs,2024,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Loss,Mohsin Khan,Bowler,,,,4,0,33.33,,4,,6.9,97.52617884
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Win,Mohsin Khan,Bowler,,,,5.14,0,57.14,,5.14,,6.328,97.52617884
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Win,Mohsin Khan,Bowler,,,,20,0,0,,20,,9.628,97.52617884
Lucknow Super Giants,Middle Overs,2024,"Eden Gardens, Kolkata",Kolkata Knight Riders,Win,Mohsin Khan,Bowler,,,,9.23,0,30.77,,9.23,,9.274,97.52617884
Lucknow Super Giants,Middle Overs,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Loss,Mohsin Khan,Bowler,,,,9,1,16.67,,9,,9.474,97.52617884
Lucknow Super Giants,Middle Overs,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Win,Mohsin Khan,Bowler,,,,7.85,1,53.85,,7.85,,10.244,97.52617884
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Loss,Naveen-ul-Haq,Bowler,,,,3,1,50,,3,33.335,7.666666667,32.77352143
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Win,Naveen-ul-Haq,Bowler,,,,6,0,16.67,,6,33.335,6.666666667,32.77352143
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Loss,Naveen-ul-Haq,Bowler,,,,7,0,33.33,,7,33.335,5.333333333,32.77352143
Lucknow Super Giants,Middle Overs,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Win,Naveen-ul-Haq,Bowler,,,,6,0,50,,6,0,5.5,32.77352143
Lucknow Super Giants,Middle Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Loss,Naveen-ul-Haq,Bowler,,,,8,2,50,,8,,6,32.77352143
Lucknow Super Giants,Middle Overs,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Win,Naveen-ul-Haq,Bowler,,,,2.57,0,57.14,,2.57,,5.914,32.77352143
Lucknow Super Giants,Middle Overs,2024,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Loss,Naveen-ul-Haq,Bowler,,,,4,1,33.33,,4,,5.514,32.77352143
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Win,Naveen-ul-Haq,Bowler,,,,7.5,1,16.67,,7.5,,5.614,32.77352143
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Win,Naveen-ul-Haq,Bowler,,,,7.29,1,21.43,,7.29,,5.872,32.77352143
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Loss,Naveen-ul-Haq,Bowler,,,,6.86,1,57.14,,6.86,,5.644,32.77352143
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Loss,Naveen-ul-Haq,Bowler,,,,5,0,33.33,,5,,6.13,32.77352143
Lucknow Super Giants,Middle Overs,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Win,Naveen-ul-Haq,Bowler,,,,1,0,83.33,,1,,5.53,32.77352143
Lucknow Super Giants,Middle Overs,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Win,Naveen-ul-Haq,Bowler,,,,14,0,16.67,,14,,6.83,32.77352143
Lucknow Super Giants,Middle Overs,2024,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Loss,Naveen-ul-Haq,Bowler,,,,9.75,1,37.5,,9.75,,7.322,32.77352143
Lucknow Super Giants,Middle Overs,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Win,Naveen-ul-Haq,Bowler,,,,10,1,66.67,,10,,7.95,32.77352143
Lucknow Super Giants,Middle Overs,2022,"Brabourne Stadium, Mumbai",Chennai Super Kings,Loss,PVD Chameera,Bowler,,,,10.5,0,25,,10.5,200,6.2,139.7004701
Lucknow Super Giants,Middle Overs,2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Loss,PVD Chameera,Bowler,,,,11,0,33.33,,11,200,8.866666667,139.7004701
Lucknow Super Giants,Middle Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Loss,PVD Chameera,Bowler,,,,7,0,16.67,,7,200,9.5,139.7004701
Lucknow Super Giants,Middle Overs,2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Loss,PVD Chameera,Bowler,,,,10.62,0,23.08,,10.62,400,9.78,139.7004701
Lucknow Super Giants,Middle Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Win,PVD Chameera,Bowler,,,,5,0,66.67,,5,,8.824,139.7004701
Lucknow Super Giants,Middle Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Win,PVD Chameera,Bowler,,,,2,1,66.67,,2,,7.124,139.7004701
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Delhi Capitals,Win,PVD Chameera,Bowler,,,,4,0,33.33,,4,,5.724,139.7004701
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Mumbai Indians,Win,PVD Chameera,Bowler,,,,1.71,0,71.43,,1.71,,4.666,139.7004701
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Loss,PVD Chameera,Bowler,,,,3,0,66.67,,3,,3.142,139.7004701
Lucknow Super Giants,Middle Overs,2022,"Brabourne Stadium, Mumbai",Chennai Super Kings,Loss,Ravi Bishnoi,Bowler,,,,6,1,44.44,,6,66.66666667,11.5,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Brabourne Stadium, Mumbai",Mumbai Indians,Win,Ravi Bishnoi,Bowler,,,,8.67,1,11.11,,8.67,66.66666667,7.335,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Loss,Ravi Bishnoi,Bowler,,,,8.67,1,38.89,,8.67,75,7.78,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Loss,Ravi Bishnoi,Bowler,,,,5.67,2,44.44,,5.67,100,7.2525,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Win,Ravi Bishnoi,Bowler,,,,8.5,1,25,,8.5,,7.502,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Loss,Ravi Bishnoi,Bowler,,,,9.3,0,30,,9.3,,8.162,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Win,Ravi Bishnoi,Bowler,,,,6.23,0,26.92,,6.23,,7.674,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Loss,Ravi Bishnoi,Bowler,,,,10.56,1,36,,10.56,,8.052,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Win,Ravi Bishnoi,Bowler,,,,10,1,44.44,,10,,8.918,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Win,Ravi Bishnoi,Bowler,,,,8.44,1,44.44,,8.44,,8.906,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Delhi Capitals,Win,Ravi Bishnoi,Bowler,,,,7,1,41.67,,7,,8.446,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Gujarat Titans,Win,Ravi Bishnoi,Bowler,,,,6,0,41.67,,6,,8.4,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Mumbai Indians,Win,Ravi Bishnoi,Bowler,,,,8.53,1,42.11,,8.53,,7.994,76.45860658
Lucknow Super Giants,Middle Overs,2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Loss,Ravi Bishnoi,Bowler,,,,4.5,0,40,,4.5,,6.894,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Win,Ravi Bishnoi,Bowler,,,,7.75,2,33.33,,7.75,,6.756,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Loss,Ravi Bishnoi,Bowler,,,,9.5,0,16.67,,9.5,,7.256,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Win,Ravi Bishnoi,Bowler,,,,6,2,40,,6,,7.256,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Win,Ravi Bishnoi,Bowler,,,,7,1,50,,7,,6.95,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Loss,Ravi Bishnoi,Bowler,,,,5.33,2,27.78,,5.33,,7.116,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Loss,Ravi Bishnoi,Bowler,,,,3.6,1,44,,3.6,,6.286,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Win,Ravi Bishnoi,Bowler,,,,5.75,2,41.67,,5.75,,5.536,76.45860658
Lucknow Super Giants,Middle Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Loss,Ravi Bishnoi,Bowler,,,,9.12,0,24,,9.12,,6.16,76.45860658
Lucknow Super Giants,Middle Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Loss,Ravi Bishnoi,Bowler,,,,6.48,3,56,,6.48,,6.056,76.45860658
Lucknow Super Giants,Middle Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Loss,Ravi Bishnoi,Bowler,,,,6.96,0,20,,6.96,,6.382,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Loss,Ravi Bishnoi,Bowler,,,,9.23,0,23.08,,9.23,,7.508,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Win,Ravi Bishnoi,Bowler,,,,9.6,2,36,,9.6,,8.278,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Loss,Ravi Bishnoi,Bowler,,,,11.5,0,8.33,,11.5,,8.754,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Win,Ravi Bishnoi,Bowler,,,,5.68,1,26.32,,5.68,,8.594,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Loss,Ravi Bishnoi,Bowler,,,,6.5,1,37.5,,6.5,,8.502,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Loss,Ravi Bishnoi,Bowler,,,,8.33,0,22.22,,8.33,,8.322,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Win,Ravi Bishnoi,Bowler,,,,6.25,2,50,,6.25,,7.652,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Win,Ravi Bishnoi,Bowler,,,,3.23,1,46.15,,3.23,,5.998,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Loss,Ravi Bishnoi,Bowler,,,,7.15,1,38.46,,7.15,,6.292,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Loss,Ravi Bishnoi,Bowler,,,,6.48,1,36,,6.48,,6.288,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Win,Ravi Bishnoi,Bowler,,,,8.33,0,38.89,,8.33,,6.288,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Win,Ravi Bishnoi,Bowler,,,,16,0,16.67,,16,,8.238,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Eden Gardens, Kolkata",Kolkata Knight Riders,Win,Ravi Bishnoi,Bowler,,,,5,0,50,,5,,8.592,76.45860658
Lucknow Super Giants,Middle Overs,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Win,Ravi Bishnoi,Bowler,,,,8.31,0,30.77,,8.31,,8.824,76.45860658
Lucknow Super Giants,Middle Overs,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Loss,Ravi Bishnoi,Bowler,,,,7,0,33.33,,7,,8.928,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Win,Ravi Bishnoi,Bowler,,,,17,0,33.33,,17,,10.662,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Loss,Ravi Bishnoi,Bowler,,,,9.67,0,11.11,,9.67,,9.396,76.45860658
Lucknow Super Giants,Middle Overs,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Win,Ravi Bishnoi,Bowler,,,,9.25,2,37.5,,9.25,,10.246,76.45860658
Lucknow Super Giants,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Win,Swapnil Singh,Bowler,,,,11,0,16.67,,11,50,8.436666667,82.36022601
Lucknow Super Giants,Middle Overs,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Loss,Swapnil Singh,Bowler,,,,7,0,16.67,,7,50,8.77,82.36022601
Lucknow Super Giants,Middle Overs,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Loss,Yudhvir Singh,Bowler,,,,11,0,16.67,,11,166.665,12.38333333,96.03112922
Lucknow Super Giants,Middle Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Loss,Yudhvir Singh,Bowler,,,,7,1,33.33,,7,166.665,11.33333333,96.03112922
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Chennai Super Kings,Win,A Badoni,Batter,19,14,135.71,,,50,135.7142857,,135.71,9,65.81241894
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Win,A Badoni,Batter,10,3,333.33,,,33.33,333.3333333,,234.52,10.33333333,65.81241894
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Win,A Badoni,Batter,2,2,100,,,50,100,,189.68,12.5,65.81241894
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Loss,A Badoni,Batter,14,9,155.56,,,22.22,155.5555556,,181.15,6,65.81241894
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Loss,A Badoni,Batter,9,9,100,,,22.22,100,,164.92,,65.81241894
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Gujarat Titans,Loss,A Badoni,Batter,19,11,172.73,,,27.27,172.7272727,,172.324,,65.81241894
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,A Badoni,Batter,11,9,122.22,,,33.33,122.2222222,,130.102,,65.81241894
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Win,A Badoni,Batter,39,14,278.57,,,14.29,278.5714286,,165.816,,65.81241894
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Loss,A Badoni,Batter,18,9,200,,,44.44,200,,174.704,,65.81241894
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Win,A Badoni,Batter,8,6,133.33,,,0,133.3333333,,181.37,,65.81241894
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,A Badoni,Batter,5,7,71.43,,,42.86,71.42857143,,161.11,,65.81241894
Lucknow Super Giants,Death Overs,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Loss,A Badoni,Batter,13,7,185.71,,,28.57,185.7142857,,173.808,,65.81241894
Lucknow Super Giants,Death Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Win,A Badoni,Batter,11,14,78.57,,,50,78.57142857,,133.808,,65.81241894
Lucknow Super Giants,Death Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Win,A Badoni,Batter,13,11,118.18,,,18.18,118.1818182,,117.444,,65.81241894
Lucknow Super Giants,Death Overs,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Win,A Badoni,Batter,21,12,175,,,41.67,175,,125.778,,65.81241894
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Loss,A Badoni,Batter,31,17,182.35,,,23.53,182.3529412,,147.962,,65.81241894
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Loss,A Badoni,Batter,13,8,162.5,,,12.5,162.5,,143.32,,65.81241894
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Win,A Badoni,Batter,6,6,100,,,50,100,,147.606,,65.81241894
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,A Badoni,Batter,4,5,80,,,40,80,,139.97,,65.81241894
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Loss,A Badoni,Batter,15,12,125,,,33.33,125,,129.97,,65.81241894
Lucknow Super Giants,Death Overs,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Loss,A Badoni,Batter,0,3,0,,,100,0,,93.5,,65.81241894
Lucknow Super Giants,Death Overs,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Loss,A Badoni,Batter,29,14,207.14,,,7.14,207.1428571,,102.428,,65.81241894
Lucknow Super Giants,Death Overs,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,A Badoni,Batter,22,10,220,,,20,220,,126.428,,65.81241894
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Win,A Mishra,Batter,13,12,108.33,,,41.67,108.3333333,,108.33,9.59,85.6960757
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Win,AJ Turner,Batter,1,4,25,,,75,25,,58.662,,54.35619266
Lucknow Super Giants,Death Overs,2024,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Win,Arshad Khan,Batter,34,18,188.89,,,27.78,188.8888889,,142.5933333,9,67.84728417
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Loss,Arshad Khan,Batter,12,8,150,,,37.5,150,,144.445,14.57,67.84728417
Lucknow Super Giants,Death Overs,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,Arshad Khan,Batter,0,1,0,,,100,0,,106.945,14.57,67.84728417
Lucknow Super Giants,Death Overs,2024,"Eden Gardens, Kolkata",Kolkata Knight Riders,Loss,Arshad Khan (2),Batter,5,4,125,,,50,125,,125,10.15,
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Win,Avesh Khan,Batter,1,2,50,,,50,50,,50,8,119.3745106
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Loss,Avesh Khan,Batter,2,5,40,,,60,40,,45,6,119.3745106
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Win,Avesh Khan,Batter,7,2,350,,,0,350,,146.6666667,7.5,119.3745106
Lucknow Super Giants,Death Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Win,Avesh Khan,Batter,0,1,0,,,100,0,,110,3,119.3745106
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Chennai Super Kings,Win,DJ Hooda,Batter,7,4,175,,,50,175,,175,7.9225,74.22680513
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Mumbai Indians,Loss,DJ Hooda,Batter,15,9,166.67,,,22.22,166.6666667,,170.835,7.12,74.22680513
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Win,DJ Hooda,Batter,4,5,80,,,20,80,,140.5566667,6.68,74.22680513
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Win,DJ Hooda,Batter,2,2,100,,,0,100,,130.4175,6.5,74.22680513
Lucknow Super Giants,Death Overs,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Loss,DJ Hooda,Batter,11,6,183.33,,,33.33,183.3333333,,141,,74.22680513
Lucknow Super Giants,Death Overs,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Win,DJ Hooda,Batter,17,6,283.33,,,16.67,283.3333333,,162.666,,74.22680513
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Chennai Super Kings,Win,E Lewis,Batter,22,9,244.44,,,44.44,244.4444444,,124.052,,67.18225663
Lucknow Super Giants,Death Overs,2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Win,E Lewis,Batter,2,8,25,,,75,25,,125.052,,67.18225663
Lucknow Super Giants,Death Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Win,JD Unadkat,Batter,9,7,128.57,,,14.29,128.5714286,,128.57,9.3125,112.5177267
